transaction_id,timestamp,employee_id,customer_id,branch_id,category,amount,discount_percent,refund_amount,payment_method,is_anomaly,anomaly_type
TX-100025,2026-07-01 09:07:46,EMP-004,CUST-9834,BRANCH-WEST,Electronics,25.44,0.0,0.0,Debit Card,0,NONE
TX-100026,2026-07-01 09:14:49,EMP-004,CUST-8749,BRANCH-WEST,Hardware,28.3,4.2,0.0,Debit Card,0,NONE
TX-100027,2026-07-01 09:17:56,EMP-007,CUST-8651,BRANCH-WEST,Groceries,34.84,0.0,0.0,Cash,0,NONE
TX-100028,2026-07-01 09:18:32,EMP-001,CUST-7596,BRANCH-WEST,Apparel,51.27,0.0,0.0,Mobile Money,0,NONE
TX-100029,2026-07-01 09:23:45,EMP-004,CUST-9786,BRANCH-WEST,Hardware,77.35,5.2,0.0,Cash,0,NONE
TX-100030,2026-07-01 09:29:39,EMP-008,CUST-2604,BRANCH-EAST,Groceries,61.38,0.0,0.0,Cash,0,NONE
TX-100031,2026-07-01 09:30:08,EMP-002,CUST-4872,BRANCH-CENTRAL,Electronics,33.18,0.0,0.0,Debit Card,0,NONE
TX-100032,2026-07-01 09:38:05,EMP-001,CUST-3697,BRANCH-WEST,Hardware,20.01,7.7,0.0,Debit Card,0,NONE
TX-100033,2026-07-01 09:38:25,EMP-005,CUST-7930,BRANCH-CENTRAL,Services,72.67,0.0,0.0,Mobile Money,0,NONE
TX-100034,2026-07-01 09:39:54,EMP-005,CUST-4566,BRANCH-CENTRAL,Groceries,75.34,0.0,0.0,Credit Card,0,NONE
TX-100035,2026-07-01 09:43:57,EMP-001,CUST-1821,BRANCH-WEST,Services,26.34,0.0,0.0,Mobile Money,0,NONE
TX-100036,2026-07-01 09:52:40,EMP-001,CUST-9320,BRANCH-WEST,Groceries,24.73,0.0,0.0,Cash,0,NONE
TX-100037,2026-07-01 09:57:39,EMP-004,CUST-7615,BRANCH-WEST,Groceries,50.14,0.0,0.0,Cash,0,NONE
TX-100038,2026-07-01 10:03:22,EMP-002,CUST-7868,BRANCH-CENTRAL,Services,86.1,0.0,0.0,Credit Card,0,NONE
TX-100039,2026-07-01 10:06:05,EMP-004,CUST-6147,BRANCH-WEST,Electronics,60.4,0.0,0.0,Credit Card,0,NONE
TX-100040,2026-07-01 10:09:02,EMP-008,CUST-6180,BRANCH-EAST,Groceries,56.31,10.5,0.0,Cash,0,NONE
TX-100041,2026-07-01 10:09:29,EMP-002,CUST-9808,BRANCH-CENTRAL,Electronics,42.74,0.0,0.0,Credit Card,0,NONE
TX-100042,2026-07-01 10:09:49,EMP-002,CUST-5002,BRANCH-CENTRAL,Apparel,23.2,0.0,0.0,Credit Card,0,NONE
TX-100043,2026-07-01 10:12:39,EMP-001,CUST-5905,BRANCH-WEST,Groceries,63.07,0.0,0.0,Cash,0,NONE
TX-100044,2026-07-01 10:22:10,EMP-002,CUST-3546,BRANCH-CENTRAL,Apparel,34.54,0.0,0.0,Credit Card,0,NONE
TX-100045,2026-07-01 10:27:48,EMP-004,CUST-5325,BRANCH-WEST,Services,26.47,0.0,0.0,Cash,0,NONE
TX-100046,2026-07-01 10:28:50,EMP-002,CUST-7939,BRANCH-CENTRAL,Apparel,39.93,7.0,0.0,Credit Card,0,NONE
TX-100047,2026-07-01 10:29:32,EMP-003,CUST-8239,BRANCH-WEST,Services,53.33,0.0,0.0,Cash,0,NONE
TX-100048,2026-07-01 10:40:09,EMP-002,CUST-3442,BRANCH-CENTRAL,Services,55.05,7.4,0.0,Debit Card,0,NONE
TX-100049,2026-07-01 10:48:21,EMP-003,CUST-1685,BRANCH-WEST,Apparel,108.83,0.0,0.0,Cash,0,NONE
TX-100050,2026-07-01 10:54:51,EMP-006,CUST-4441,BRANCH-WEST,Electronics,79.64,0.0,0.0,Debit Card,0,NONE
TX-100051,2026-07-01 11:03:54,EMP-003,CUST-4878,BRANCH-WEST,Electronics,69.94,0.0,0.0,Debit Card,0,NONE
TX-100052,2026-07-01 11:05:25,EMP-001,CUST-3938,BRANCH-WEST,Apparel,35.15,0.0,0.0,Mobile Money,0,NONE
TX-100053,2026-07-01 11:07:38,EMP-005,CUST-3608,BRANCH-CENTRAL,Groceries,37.55,0.0,0.0,Debit Card,0,NONE
TX-100054,2026-07-01 11:14:26,EMP-004,CUST-4269,BRANCH-WEST,Hardware,15.71,0.0,0.0,Mobile Money,0,NONE
TX-100055,2026-07-01 11:15:26,EMP-004,CUST-1387,BRANCH-WEST,Electronics,60.6,0.0,0.0,Cash,0,NONE
TX-100056,2026-07-01 11:15:56,EMP-005,CUST-6753,BRANCH-CENTRAL,Services,54.32,0.0,0.0,Credit Card,0,NONE
TX-100057,2026-07-01 11:17:29,EMP-001,CUST-2889,BRANCH-WEST,Apparel,36.61,14.6,0.0,Cash,0,NONE
TX-100058,2026-07-01 11:20:24,EMP-007,CUST-6663,BRANCH-WEST,Apparel,33.87,0.0,0.0,Cash,0,NONE
TX-100059,2026-07-01 11:34:40,EMP-007,CUST-4114,BRANCH-WEST,Apparel,97.4,8.2,0.0,Mobile Money,0,NONE
TX-100060,2026-07-01 11:47:47,EMP-006,CUST-8066,BRANCH-WEST,Groceries,42.6,0.0,0.0,Credit Card,0,NONE
TX-100061,2026-07-01 11:49:12,EMP-002,CUST-5920,BRANCH-CENTRAL,Services,20.69,0.0,0.0,Debit Card,0,NONE
TX-100062,2026-07-01 11:50:32,EMP-005,CUST-3085,BRANCH-CENTRAL,Electronics,46.39,0.0,0.0,Mobile Money,0,NONE
TX-100063,2026-07-01 11:53:19,EMP-005,CUST-7653,BRANCH-CENTRAL,Services,36.47,0.0,0.0,Mobile Money,0,NONE
TX-100064,2026-07-01 11:53:39,EMP-007,CUST-6279,BRANCH-WEST,Hardware,64.2,0.0,0.0,Debit Card,0,NONE
TX-100065,2026-07-01 11:54:44,EMP-003,CUST-2389,BRANCH-WEST,Apparel,57.52,0.0,0.0,Credit Card,0,NONE
TX-100066,2026-07-01 11:55:21,EMP-002,CUST-4848,BRANCH-CENTRAL,Apparel,51.19,5.4,16.31,Debit Card,0,NONE
TX-100067,2026-07-01 11:56:27,EMP-002,CUST-8461,BRANCH-CENTRAL,Hardware,43.78,0.0,0.0,Debit Card,0,NONE
TX-100068,2026-07-01 12:00:54,EMP-008,CUST-7547,BRANCH-EAST,Electronics,47.53,11.3,0.0,Cash,0,NONE
TX-100069,2026-07-01 12:06:06,EMP-007,CUST-4585,BRANCH-WEST,Electronics,73.33,0.0,0.0,Debit Card,0,NONE
TX-100070,2026-07-01 12:07:56,EMP-001,CUST-5082,BRANCH-WEST,Groceries,74.25,0.0,0.0,Credit Card,0,NONE
TX-100071,2026-07-01 12:11:00,EMP-008,CUST-9270,BRANCH-EAST,Hardware,126.07,0.0,0.0,Mobile Money,0,NONE
TX-100072,2026-07-01 12:11:22,EMP-008,CUST-8373,BRANCH-EAST,Apparel,53.96,0.0,0.0,Credit Card,0,NONE
TX-100073,2026-07-01 12:12:11,EMP-008,CUST-4919,BRANCH-EAST,Apparel,102.08,0.0,0.0,Mobile Money,0,NONE
TX-100074,2026-07-01 12:12:31,EMP-005,CUST-6502,BRANCH-CENTRAL,Apparel,95.5,0.0,0.0,Mobile Money,0,NONE
TX-100075,2026-07-01 12:12:51,EMP-004,CUST-7275,BRANCH-WEST,Electronics,76.86,0.0,0.0,Debit Card,0,NONE
TX-100076,2026-07-01 12:15:43,EMP-006,CUST-9890,BRANCH-WEST,Hardware,57.52,0.0,0.0,Debit Card,0,NONE
TX-100077,2026-07-01 12:16:28,EMP-007,CUST-1320,BRANCH-WEST,Services,29.87,0.0,13.75,Debit Card,0,NONE
TX-100078,2026-07-01 12:21:09,EMP-007,CUST-9818,BRANCH-WEST,Services,68.46,0.0,0.0,Debit Card,0,NONE
TX-100079,2026-07-01 12:21:44,EMP-004,CUST-5471,BRANCH-WEST,Hardware,48.25,0.0,0.0,Debit Card,0,NONE
TX-100080,2026-07-01 12:23:24,EMP-003,CUST-8657,BRANCH-WEST,Electronics,55.04,0.0,0.0,Debit Card,0,NONE
TX-100081,2026-07-01 12:27:42,EMP-001,CUST-2375,BRANCH-WEST,Hardware,50.67,8.5,0.0,Debit Card,0,NONE
TX-100082,2026-07-01 12:34:29,EMP-006,CUST-4467,BRANCH-WEST,Hardware,79.35,0.0,0.0,Debit Card,0,NONE
TX-100083,2026-07-01 12:35:35,EMP-005,CUST-7906,BRANCH-CENTRAL,Apparel,138.9,0.0,0.0,Cash,0,NONE
TX-100084,2026-07-01 12:35:58,EMP-006,CUST-4673,BRANCH-WEST,Groceries,22.47,0.0,0.0,Cash,0,NONE
TX-100085,2026-07-01 12:37:41,EMP-004,CUST-4266,BRANCH-WEST,Groceries,88.65,0.0,0.0,Debit Card,0,NONE
TX-100086,2026-07-01 12:42:51,EMP-002,CUST-4571,BRANCH-CENTRAL,Hardware,58.0,0.0,0.0,Mobile Money,0,NONE
TX-100087,2026-07-01 12:43:12,EMP-002,CUST-3683,BRANCH-CENTRAL,Apparel,75.96,3.3,0.0,Debit Card,0,NONE
TX-100088,2026-07-01 12:43:54,EMP-007,CUST-4249,BRANCH-WEST,Groceries,57.33,0.0,0.0,Mobile Money,0,NONE
TX-100089,2026-07-01 12:44:14,EMP-002,CUST-5941,BRANCH-CENTRAL,Services,64.32,0.0,0.0,Cash,0,NONE
TX-100090,2026-07-01 12:44:39,EMP-006,CUST-9728,BRANCH-WEST,Hardware,46.47,0.0,0.0,Credit Card,0,NONE
TX-100091,2026-07-01 12:49:21,EMP-001,CUST-7882,BRANCH-WEST,Hardware,22.82,14.5,0.0,Debit Card,0,NONE
TX-100092,2026-07-01 12:53:34,EMP-003,CUST-8135,BRANCH-WEST,Electronics,89.94,0.0,0.0,Credit Card,0,NONE
TX-100093,2026-07-01 12:54:38,EMP-008,CUST-8616,BRANCH-EAST,Hardware,43.85,0.0,0.0,Credit Card,0,NONE
TX-100094,2026-07-01 12:56:12,EMP-004,CUST-2419,BRANCH-WEST,Apparel,73.36,0.0,0.0,Debit Card,0,NONE
TX-100095,2026-07-01 13:03:46,EMP-007,CUST-6511,BRANCH-WEST,Groceries,91.63,0.0,0.0,Debit Card,0,NONE
TX-100096,2026-07-01 13:08:03,EMP-004,CUST-6813,BRANCH-WEST,Apparel,35.11,0.0,0.0,Credit Card,0,NONE
TX-100097,2026-07-01 13:09:53,EMP-001,CUST-9464,BRANCH-WEST,Electronics,42.13,11.6,0.0,Mobile Money,0,NONE
TX-100098,2026-07-01 13:11:06,EMP-008,CUST-9041,BRANCH-EAST,Hardware,100.05,0.0,0.0,Mobile Money,0,NONE
TX-100099,2026-07-01 13:15:05,EMP-007,CUST-4986,BRANCH-WEST,Apparel,46.49,0.0,0.0,Credit Card,0,NONE
TX-100100,2026-07-01 13:21:25,EMP-007,CUST-6419,BRANCH-WEST,Apparel,177.24,0.0,0.0,Credit Card,0,NONE
TX-100101,2026-07-01 13:24:07,EMP-004,CUST-2976,BRANCH-WEST,Electronics,54.11,0.0,0.0,Mobile Money,0,NONE
TX-100102,2026-07-01 13:24:59,EMP-004,CUST-4545,BRANCH-WEST,Hardware,33.63,0.0,0.0,Credit Card,0,NONE
TX-100103,2026-07-01 13:25:19,EMP-002,CUST-4180,BRANCH-CENTRAL,Apparel,68.19,5.2,38.75,Credit Card,0,NONE
TX-100104,2026-07-01 13:29:27,EMP-001,CUST-1893,BRANCH-WEST,Services,37.31,0.0,0.0,Debit Card,0,NONE
TX-100105,2026-07-01 13:43:03,EMP-002,CUST-1200,BRANCH-CENTRAL,Services,61.3,0.0,0.0,Credit Card,0,NONE
TX-100106,2026-07-01 13:56:18,EMP-003,CUST-1841,BRANCH-WEST,Apparel,52.72,0.0,0.0,Cash,0,NONE
TX-100107,2026-07-01 13:58:14,EMP-007,CUST-9056,BRANCH-WEST,Groceries,73.46,0.0,0.0,Mobile Money,0,NONE
TX-100108,2026-07-01 14:05:51,EMP-003,CUST-5978,BRANCH-WEST,Groceries,42.6,0.0,0.0,Debit Card,0,NONE
TX-100109,2026-07-01 14:09:06,EMP-004,CUST-9561,BRANCH-WEST,Hardware,41.18,0.0,0.0,Debit Card,0,NONE
TX-100110,2026-07-01 14:20:06,EMP-005,CUST-1986,BRANCH-CENTRAL,Services,58.83,0.0,0.0,Mobile Money,0,NONE
TX-100111,2026-07-01 14:20:30,EMP-004,CUST-5335,BRANCH-WEST,Groceries,114.69,5.1,0.0,Cash,0,NONE
TX-100112,2026-07-01 14:24:19,EMP-007,CUST-8381,BRANCH-WEST,Services,83.33,0.0,0.0,Credit Card,0,NONE
TX-100113,2026-07-01 14:29:43,EMP-005,CUST-8438,BRANCH-CENTRAL,Groceries,45.34,0.0,0.0,Mobile Money,0,NONE
TX-100114,2026-07-01 14:34:29,EMP-007,CUST-2880,BRANCH-WEST,Services,33.63,4.8,0.0,Mobile Money,0,NONE
TX-100115,2026-07-01 14:35:52,EMP-002,CUST-1977,BRANCH-CENTRAL,Electronics,81.82,0.0,0.0,Credit Card,0,NONE
TX-100116,2026-07-01 14:42:29,EMP-008,CUST-3037,BRANCH-EAST,Hardware,77.27,0.0,0.0,Credit Card,0,NONE
TX-100117,2026-07-01 14:52:15,EMP-008,CUST-8172,BRANCH-EAST,Groceries,75.64,0.0,0.0,Credit Card,0,NONE
TX-100118,2026-07-01 14:55:06,EMP-005,CUST-1423,BRANCH-CENTRAL,Groceries,84.6,11.1,0.0,Cash,0,NONE
TX-100119,2026-07-01 14:59:17,EMP-005,CUST-1659,BRANCH-CENTRAL,Electronics,44.45,0.0,0.0,Credit Card,0,NONE
TX-100120,2026-07-01 15:04:07,EMP-003,CUST-8141,BRANCH-WEST,Hardware,71.75,0.0,0.0,Debit Card,0,NONE
TX-100121,2026-07-01 15:05:45,EMP-006,CUST-6260,BRANCH-WEST,Groceries,46.5,0.0,0.0,Debit Card,0,NONE
TX-100122,2026-07-01 15:07:38,EMP-005,CUST-7561,BRANCH-CENTRAL,Services,47.72,4.1,0.0,Cash,0,NONE
TX-100123,2026-07-01 15:07:58,EMP-007,CUST-9431,BRANCH-WEST,Groceries,35.23,0.0,0.0,Debit Card,0,NONE
TX-100124,2026-07-01 15:10:28,EMP-001,CUST-4073,BRANCH-WEST,Services,17.64,0.0,0.0,Debit Card,0,NONE
TX-100125,2026-07-01 15:14:02,EMP-001,CUST-4335,BRANCH-WEST,Apparel,46.34,0.0,0.0,Debit Card,0,NONE
TX-100126,2026-07-01 15:14:22,EMP-008,CUST-2989,BRANCH-EAST,Groceries,45.08,0.0,0.0,Mobile Money,0,NONE
TX-100127,2026-07-01 15:17:19,EMP-003,CUST-6091,BRANCH-WEST,Services,55.59,7.9,0.0,Cash,0,NONE
TX-100128,2026-07-01 15:23:11,EMP-008,CUST-2924,BRANCH-EAST,Electronics,86.28,0.0,0.0,Credit Card,0,NONE
TX-100129,2026-07-01 15:23:32,EMP-007,CUST-8905,BRANCH-WEST,Hardware,29.23,9.6,0.0,Mobile Money,0,NONE
TX-100130,2026-07-01 15:23:52,EMP-002,CUST-5526,BRANCH-CENTRAL,Hardware,128.72,0.0,0.0,Credit Card,0,NONE
TX-100131,2026-07-01 15:27:55,EMP-001,CUST-5634,BRANCH-WEST,Apparel,90.44,0.0,0.0,Debit Card,0,NONE
TX-100132,2026-07-01 15:33:05,EMP-003,CUST-8316,BRANCH-WEST,Services,65.07,0.0,0.0,Debit Card,0,NONE
TX-100133,2026-07-01 15:34:38,EMP-008,CUST-6272,BRANCH-EAST,Electronics,82.21,0.0,0.0,Debit Card,0,NONE
TX-100134,2026-07-01 15:40:58,EMP-004,CUST-7730,BRANCH-WEST,Groceries,42.47,0.0,0.0,Debit Card,0,NONE
TX-100135,2026-07-01 15:41:18,EMP-007,CUST-3492,BRANCH-WEST,Hardware,24.43,0.0,0.0,Credit Card,0,NONE
TX-100136,2026-07-01 15:41:38,EMP-002,CUST-8213,BRANCH-CENTRAL,Groceries,31.04,0.0,0.0,Mobile Money,0,NONE
TX-100137,2026-07-01 15:42:23,EMP-007,CUST-3529,BRANCH-WEST,Groceries,109.36,0.0,0.0,Credit Card,0,NONE
TX-100138,2026-07-01 15:43:03,EMP-007,CUST-2315,BRANCH-WEST,Apparel,59.74,0.0,0.0,Debit Card,0,NONE
TX-100139,2026-07-01 15:48:03,EMP-006,CUST-8994,BRANCH-WEST,Services,20.79,3.8,0.0,Credit Card,0,NONE
TX-100140,2026-07-01 15:52:22,EMP-004,CUST-2480,BRANCH-WEST,Hardware,61.48,0.0,0.0,Cash,0,NONE
TX-100141,2026-07-01 15:56:09,EMP-008,CUST-3725,BRANCH-EAST,Apparel,141.66,0.0,0.0,Cash,0,NONE
TX-100142,2026-07-01 15:58:19,EMP-005,CUST-6873,BRANCH-CENTRAL,Apparel,31.89,0.0,0.0,Debit Card,0,NONE
TX-100143,2026-07-01 16:03:59,EMP-003,CUST-3785,BRANCH-WEST,Electronics,36.33,13.5,0.0,Mobile Money,0,NONE
TX-100144,2026-07-01 16:04:19,EMP-008,CUST-3344,BRANCH-EAST,Electronics,60.55,0.0,0.0,Credit Card,0,NONE
TX-100145,2026-07-01 16:04:43,EMP-001,CUST-8622,BRANCH-WEST,Apparel,91.61,0.0,0.0,Debit Card,0,NONE
TX-100146,2026-07-01 16:07:25,EMP-006,CUST-5901,BRANCH-WEST,Hardware,23.98,0.0,0.0,Credit Card,0,NONE
TX-100147,2026-07-01 16:09:41,EMP-004,CUST-7302,BRANCH-WEST,Hardware,49.48,7.6,0.0,Credit Card,0,NONE
TX-100148,2026-07-01 16:11:43,EMP-005,CUST-1359,BRANCH-CENTRAL,Hardware,88.72,0.0,0.0,Cash,0,NONE
TX-100149,2026-07-01 16:12:03,EMP-008,CUST-5689,BRANCH-EAST,Electronics,122.21,0.0,0.0,Mobile Money,0,NONE
TX-100150,2026-07-01 16:13:55,EMP-005,CUST-3240,BRANCH-CENTRAL,Groceries,45.49,0.0,0.0,Credit Card,0,NONE
TX-100151,2026-07-01 16:21:40,EMP-008,CUST-1546,BRANCH-EAST,Services,193.82,0.0,0.0,Credit Card,0,NONE
TX-100152,2026-07-01 16:25:57,EMP-006,CUST-7807,BRANCH-WEST,Electronics,39.21,12.4,0.0,Credit Card,0,NONE
TX-100153,2026-07-01 16:29:28,EMP-005,CUST-3695,BRANCH-CENTRAL,Apparel,45.54,0.0,0.0,Credit Card,0,NONE
TX-100154,2026-07-01 16:40:44,EMP-006,CUST-2886,BRANCH-WEST,Hardware,18.29,0.0,0.0,Mobile Money,0,NONE
TX-100155,2026-07-01 16:44:51,EMP-007,CUST-6992,BRANCH-WEST,Groceries,92.14,0.0,45.24,Debit Card,0,NONE
TX-100156,2026-07-01 16:47:18,EMP-006,CUST-5295,BRANCH-WEST,Services,58.51,0.0,0.0,Credit Card,0,NONE
TX-100157,2026-07-01 16:49:15,EMP-002,CUST-4830,BRANCH-CENTRAL,Hardware,45.35,13.6,0.0,Mobile Money,0,NONE
TX-100158,2026-07-01 17:02:14,EMP-002,CUST-8606,BRANCH-CENTRAL,Apparel,35.29,0.0,0.0,Cash,0,NONE
TX-100159,2026-07-01 17:03:46,EMP-001,CUST-5986,BRANCH-WEST,Hardware,43.32,5.8,0.0,Debit Card,0,NONE
TX-100160,2026-07-01 17:11:13,EMP-008,CUST-7078,BRANCH-EAST,Services,50.92,0.0,0.0,Mobile Money,0,NONE
TX-100161,2026-07-01 17:15:59,EMP-007,CUST-2622,BRANCH-WEST,Hardware,44.13,0.0,0.0,Credit Card,0,NONE
TX-100162,2026-07-01 17:19:56,EMP-001,CUST-7070,BRANCH-WEST,Electronics,46.43,0.0,0.0,Credit Card,0,NONE
TX-100163,2026-07-01 17:26:26,EMP-002,CUST-7018,BRANCH-CENTRAL,Services,57.06,0.0,0.0,Cash,0,NONE
TX-100164,2026-07-01 17:27:45,EMP-007,CUST-5520,BRANCH-WEST,Electronics,66.37,0.0,0.0,Debit Card,0,NONE
TX-100165,2026-07-01 17:34:19,EMP-002,CUST-4475,BRANCH-CENTRAL,Services,31.91,0.0,0.0,Credit Card,0,NONE
TX-100166,2026-07-01 17:52:56,EMP-004,CUST-3063,BRANCH-WEST,Services,23.21,13.0,0.0,Mobile Money,0,NONE
TX-100167,2026-07-01 17:58:55,EMP-004,CUST-6383,BRANCH-WEST,Electronics,29.95,0.0,0.0,Credit Card,0,NONE
TX-100168,2026-07-01 18:00:35,EMP-003,CUST-3129,BRANCH-WEST,Services,129.98,0.0,0.0,Cash,0,NONE
TX-100169,2026-07-01 18:06:12,EMP-003,CUST-1243,BRANCH-WEST,Apparel,53.03,0.0,0.0,Credit Card,0,NONE
TX-100170,2026-07-01 18:06:38,EMP-001,CUST-3854,BRANCH-WEST,Apparel,39.67,11.9,0.0,Cash,0,NONE
TX-100171,2026-07-01 18:13:38,EMP-008,CUST-8344,BRANCH-EAST,Apparel,102.43,0.0,0.0,Mobile Money,0,NONE
TX-100172,2026-07-01 18:15:10,EMP-001,CUST-9543,BRANCH-WEST,Apparel,35.43,0.0,0.0,Cash,0,NONE
TX-100173,2026-07-01 18:15:30,EMP-008,CUST-7580,BRANCH-EAST,Hardware,98.95,0.0,0.0,Debit Card,0,NONE
TX-100174,2026-07-01 18:24:55,EMP-002,CUST-2323,BRANCH-CENTRAL,Apparel,38.88,0.0,0.0,Credit Card,0,NONE
TX-100175,2026-07-01 18:36:54,EMP-006,CUST-7240,BRANCH-WEST,Services,32.6,0.0,0.0,Debit Card,0,NONE
TX-100176,2026-07-01 18:48:55,EMP-002,CUST-2874,BRANCH-CENTRAL,Services,103.87,0.0,0.0,Debit Card,0,NONE
TX-100177,2026-07-01 18:51:17,EMP-004,CUST-7779,BRANCH-WEST,Apparel,83.78,0.0,0.0,Cash,0,NONE
TX-100178,2026-07-01 18:52:40,EMP-006,CUST-7992,BRANCH-WEST,Apparel,73.87,0.0,0.0,Mobile Money,0,NONE
TX-100179,2026-07-01 18:58:15,EMP-008,CUST-2099,BRANCH-EAST,Groceries,39.32,0.0,0.0,Cash,0,NONE
TX-100180,2026-07-01 19:04:31,EMP-006,CUST-3131,BRANCH-WEST,Services,31.36,14.5,0.0,Cash,0,NONE
TX-100181,2026-07-01 19:07:42,EMP-007,CUST-6793,BRANCH-WEST,Hardware,51.58,0.0,0.0,Credit Card,0,NONE
TX-100182,2026-07-01 19:10:01,EMP-005,CUST-6761,BRANCH-CENTRAL,Groceries,38.55,0.0,0.0,Debit Card,0,NONE
TX-100183,2026-07-01 19:10:30,EMP-004,CUST-2773,BRANCH-WEST,Apparel,74.48,0.0,0.0,Credit Card,0,NONE
TX-100184,2026-07-01 19:11:07,EMP-004,CUST-8030,BRANCH-WEST,Services,68.38,0.0,0.0,Cash,0,NONE
TX-100185,2026-07-01 19:11:32,EMP-005,CUST-1474,BRANCH-CENTRAL,Electronics,81.63,0.0,0.0,Credit Card,0,NONE
TX-100186,2026-07-01 19:11:53,EMP-006,CUST-1100,BRANCH-WEST,Electronics,35.34,0.0,0.0,Debit Card,0,NONE
TX-100187,2026-07-01 19:18:47,EMP-002,CUST-3324,BRANCH-CENTRAL,Groceries,48.15,9.4,0.0,Debit Card,0,NONE
TX-100188,2026-07-01 19:23:40,EMP-006,CUST-3578,BRANCH-WEST,Apparel,72.21,0.0,0.0,Cash,0,NONE
TX-100189,2026-07-01 19:35:26,EMP-001,CUST-3549,BRANCH-WEST,Electronics,31.83,0.0,0.0,Cash,0,NONE
TX-100190,2026-07-01 19:52:30,EMP-005,CUST-8259,BRANCH-CENTRAL,Hardware,32.86,0.0,0.0,Credit Card,0,NONE
TX-100191,2026-07-01 19:52:50,EMP-004,CUST-9394,BRANCH-WEST,Groceries,95.67,0.0,0.0,Debit Card,0,NONE
TX-100192,2026-07-01 19:58:50,EMP-005,CUST-1744,BRANCH-CENTRAL,Electronics,17.72,0.0,0.0,Cash,0,NONE
TX-100193,2026-07-01 20:08:18,EMP-004,CUST-5938,BRANCH-WEST,Electronics,105.15,0.0,0.0,Credit Card,0,NONE
